Client ID,Client Name,Executive Name,Sales Team,Gross Sales,Discount,Net Sales,Net Return,Actual Sales,Collection,PID,Product
3982,Dave Brooks,Louise Fletcher,Team E,0,0,0,0,0,84534,15,Office Supplies
4977,Nora Paige,Marshall Bell,Team L,0,0,0,0,0,176833,15,Office Supplies
5478,Ted Trevino,Bill Murray,Team F,0,0,0,0,0,5531,15,Office Supplies
6636,Eric Murdock,Leonard Nimoy,Team H,0,0,0,0,0,48742,15,Office Supplies
7325,Ruben Dartt,Rita Hayworth,Team H,0,0,0,0,0,96464,15,Office Supplies
7504,Max Jones,Rita Moreno,Team C,0,0,0,0,0,671250,15,Office Supplies
7511,Becky Martin,Paulette Goddard,Team E,0,0,0,0,0,48000,15,Office Supplies
2168,Chad Sievert,Joseph Cotten,Team L,0,0,0,0,0,552528,15,Office Supplies
3919,Jennifer Braxton,Joseph Cotten,Team A,0,0,0,0,0,366308.84,15,Office Supplies
4535,Shirley Jackson,Adriana Caselotti,Team J,0,0,0,0,0,347000,15,Office Supplies
6744,Jim Kriz,Joseph Cotten,Team A,0,0,0,0,0,2522000,15,Office Supplies
7268,David Kendrick,Christopher Lambert,Team E,0,0,0,0,0,413500,15,Office Supplies
7503,Robert Marley,Lea Thompson,Team M,0,0,0,0,0,73339,15,Office Supplies
7510,Sally Knutson,Curtis Armstrong,Team H,0,0,0,0,0,40133,15,Office Supplies
7474,Frank Merwin,Tom Cruise,Team C,529515,132378.75,397136.25,0,397136.25,0,15,Office Supplies
7480,Alice McCarthy,Tom Cruise,Team M,510721,124249.15,386471.85,0,386471.85,0,15,Office Supplies
4382,Mark Packer,William Holden,Team B,229431,57357.75,172073.25,0,172073.25,0,15,Office Supplies
6386,Mary Zewe,William Holden,Team C,133277,34652.02,98624.98,0,98624.98,0,15,Office Supplies
4325,Cassandra Brandow,William Holden,Team K,0,0,0,0,0,35000,15,Office Supplies
7085,Valerie Mitchum,Richard Burton,Team M,0,0,0,0,0,15,15,Office Supplies
4457,Fred Hopkins,Marlon Brando,Team A,0,0,0,0,0,100,15,Office Supplies
7312,Maria Bertelson,Tom Cruise,Team D,0,0,0,0,0,136172,15,Office Supplies
7297,Bruce Stewart,Bill Johnson,Team F,0,0,0,0,0,104000,15,Office Supplies
7501,Logan Currie,Richard Burton,Team K,0,0,0,0,0,800000,10,Furniture
4347,Helen Andreada,Johnny Depp,Team F,0,0,0,0,0,12254,13,Technology
7178,Heather Kirkland,Leopold Stokowski,Team A,0,0,0,0,0,50000,15,Office Supplies
5768,Laurel Elliston,Bill Murray,Team P,0,0,0,0,0,408115,15,Office Supplies
7380,Joseph Holt,Adriana Caselotti,Team L,4043644.8,1536585.02,2507059.78,0,2507059.78,0,20,Fruits
5731,Michael Stewart,Clint Howard,Team H,1303445,417102.4,886342.6,0,886342.6,0,20,Fruits
2457,Victoria Wilson,Johnny Depp,Team D,883800,141408,742392,0,742392,0,20,Fruits
3410,Jonathan Howell,Clint Howard,Team C,625163.6,175045.81,450117.79,0,450117.79,0,20,Fruits
5102,Matt Abelman,Adriana Caselotti,Team B,533100,106620,426480,0,426480,0,20,Fruits
7478,Joni Blumstein,Brigitte Helm,Team J,533649,160094.7,373554.3,0,373554.3,0,20,Fruits
5853,David Smith,Christopher Lambert,Team L,386664.88,115999.46,270665.42,0,270665.42,0,20,Fruits
7447,Valerie Dominguez,Gladys Cooper,Team F,323025.9,113059.07,209966.84,0,209966.84,0,20,Fruits
6605,Erin Ashbrook,Kathleen Wilhoite,Team I,298260.54,98254.99,200005.55,0,200005.55,0,20,Fruits
5320,David Bremer,Curtis Armstrong,Team M,293615,105701.4,187913.6,0,187913.6,0,20,Fruits
7384,Ken Lonsdale,Tony Goldwyn,Team B,249320,62330,186990,0,186990,0,20,Fruits
7360,Dianna Wilson,Adriana Caselotti,Team E,240163.8,72049.14,168114.66,0,168114.66,0,20,Fruits
4964,Logan Haushalter,Clint Howard,Team M,225289,63080.92,162208.08,0,162208.08,0,20,Fruits
7223,Kelly Collister,Leopold Stokowski,Team C,121150,30287.5,90862.5,0,90862.5,0,20,Fruits
2426,Delfina Latchford,Brigitte Helm,Team L,109600,19728,89872,0,89872,0,20,Fruits
7479,Dan Reichenbach,Clint Howard,Team D,92316.5,25848.62,66467.88,0,66467.88,0,20,Fruits
6515,Craig Carreira,Adriana Caselotti,Team H,84438,18576.36,65861.64,0,65861.64,0,20,Fruits
5436,Dorris liebe,Joseph Cotten,Team M,93790.4,32826.64,60963.76,0,60963.76,0,20,Fruits
4631,Sean Braxton,Lea Thompson,Team F,43846.44,-5261.57,49108.01,0,49108.01,0,20,Fruits
2578,Roy Collins,Johnny Depp,Team F,59990.9,11998.18,47992.72,0,47992.72,0,20,Fruits
4444,Alan Hwang,Curtis Armstrong,Team M,60733,16264.67,44468.33,0,44468.33,0,20,Fruits
7467,Claudia Bergmann,Stephen Carr,Team H,58002,15637.34,42364.66,0,42364.66,0,20,Fruits
6544,Christine Abelman,Kathleen Wilhoite,Team M,55974,13993.5,41980.5,0,41980.5,0,20,Fruits
7510,Sally Knutson,Curtis Armstrong,Team B,55740,15607.2,40132.8,0,40132.8,0,20,Fruits
7475,Kristen Hastings,Lea Thompson,Team A,51974.12,15072.49,36901.63,0,36901.63,0,20,Fruits
7557,Sally Hughsby,Nicolas Cage,Team K,47715,12405.9,35309.1,0,35309.1,0,20,Fruits
7492,Barry Blumstein,Leopold Stokowski,Team P,42593,10648.25,31944.75,0,31944.75,0,20,Fruits
7284,Andrew Gjertsen,Stephen Carr,Team M,35788,7157.6,28630.4,0,28630.4,0,20,Fruits
7123,Jas O'Carroll,Christopher Lambert,Team L,35502,9940.56,25561.44,0,25561.44,0,20,Fruits
3573,Alan Haines,Stephen Carr,Team K,34967.9,10490.37,24477.53,0,24477.53,0,20,Fruits
6919,Nick Zandusky,Tom Selleck,Team F,30180.4,7545.1,22635.3,0,22635.3,0,20,Fruits
4415,Kelly Lampkin,Tony Goldwyn,Team F,26726,5345.2,21380.8,0,21380.8,0,20,Fruits
6615,Alan Schoenberger,Johnny Depp,Team L,21699,4341.25,17357.75,0,17357.75,0,20,Fruits
3968,Corey Roper,Tony Goldwyn,Team C,17293,3977.39,13315.61,0,13315.61,0,20,Fruits
5026,Shahid Hopkins,Lea Thompson,Team F,17478,4369.5,13108.5,0,13108.5,0,20,Fruits
5138,Ben Peterman,Keenan Wynn,Team F,13417,3613.82,9803.18,0,9803.18,0,20,Fruits
6102,Ken Black,Leopold Stokowski,Team A,6703.47,1474.76,5228.71,0,5228.71,0,20,Fruits
7485,Thomas Seio,Stephen Carr,Team H,5826,1825.29,4000.71,0,4000.71,0,20,Fruits
7489,Eric Hoffmann,Brigitte Helm,Team K,0,0,0,0,0,16895,10,Furniture
7517,Andy Gerbode,John Saxon,Team M,0,0,0,0,0,200000,10,Furniture
7515,Sung Pak,Mel Blanc,Team A,0,0,0,0,0,25000,10,Furniture
7458,Nathan Mautz,Joseph Cotten,Team P,0,0,0,0,0,1745,10,Furniture
2758,Frank Atkinson,Michael Dudikoff,Team K,0,0,0,0,0,3823,10,Furniture
7386,Grace Kelly,Adriana Caselotti,Team G,3025,453.75,2571.25,0,2571.25,0,14,Stationary
2457,Victoria Wilson,Johnny Depp,Team F,508654.71,85708.32,422946.39,0,422946.39,0,15,Office Supplies
6071,Gene Hale,Rita Hayworth,Team L,550038,137509.5,412528.5,0,412528.5,0,10,Furniture
6255,Maureen Gastineau,Keanu Reeves,Team K,461817,101599.74,360217.26,0,360217.26,0,10,Furniture
7489,Eric Hoffmann,Brigitte Helm,Team A,169650,42412.5,127237.5,0,127237.5,0,10,Furniture
7470,Don Jones,S. Epatha Merkerson,Team C,190399.1,66639.69,123759.42,0,123759.42,0,10,Furniture
7438,Patrick O'Brill,S. Epatha Merkerson,Team D,158177,35590.76,122586.24,0,122586.24,0,10,Furniture
7445,John Lucas,Dean Stockwell,Team H,114612,32091.36,82520.64,0,82520.64,0,10,Furniture
5138,Ben Peterman,Keenan Wynn,Team J,105197,28334.04,76862.96,0,76862.96,0,10,Furniture
7484,Doug Bickford,George Kennedy,Team F,91845,20205.9,71639.1,0,71639.1,0,10,Furniture
5627,Alyssa Crouse,Paulette Goddard,Team P,89640,22410,67230,0,67230,0,10,Furniture
7494,Pete Kriz,Hattie McDaniel,Team B,80590,20147.5,60442.5,0,60442.5,0,10,Furniture
7447,Valerie Dominguez,Gladys Cooper,Team K,11834,3195.18,8638.82,0,8638.82,0,10,Furniture
7443,Clay Cheatham,S. Epatha Merkerson,Team E,8885,2221.25,6663.75,0,6663.75,0,10,Furniture
5965,Tamara Dahlen,Mel Blanc,Team J,5126,1230.24,3895.76,0,3895.76,0,10,Furniture
6320,Adam Bellavance,Dean Stockwell,Team C,4645,1021.9,3623.1,0,3623.1,0,10,Furniture
7490,Jeremy Lonsdale,Denzel Washington,Team D,3888,933.12,2954.88,0,2954.88,0,10,Furniture
6411,Victoria Brennan,Bill Murray,Team F,0,0,0,0,0,284462,10,Furniture
6742,Katrina Willman,Keanu Reeves,Team A,0,0,0,0,0,97915,10,Furniture
7518,Julia Dunbar,Adriana Caselotti,Team P,0,0,0,0,0,683514,10,Furniture
2757,Michael Kennedy,Janet Leigh,Team H,0,0,0,0,0,125491,10,Furniture
3157,Guy Thornton,Keenan Wynn,Team B,0,0,0,0,0,148203,10,Furniture
4218,Arthur Gainer,Rita Hayworth,Team M,0,0,0,0,0,69675,10,Furniture
5026,Shahid Hopkins,Lea Thompson,Team B,0,0,0,0,0,24000,10,Furniture
6384,Muhammed MacIntyre,Keenan Wynn,Team I,0,0,0,0,0,212167,10,Furniture
6650,Allen Rosenblatt,Christopher Lambert,Team E,0,0,0,0,0,570000,10,Furniture
7454,Russell Applegate,Ted Raimi,Team L,0,0,0,0,0,88000,10,Furniture
7512,Alejandro Savely,Fred Gwynne,Team J,0,0,0,0,0,4881,10,Furniture
2730,Laura Armstrong,Janet Leigh,Team K,0,0,0,0,0,350000,10,Furniture
3041,Denny Ordway,Kenneth Tobey,Team N,0,0,0,0,0,11700,10,Furniture
4040,Dean Katz,Brian Dennehy,Team P,0,0,0,0,0,21183,10,Furniture
4943,Nathan Gelder,Terry Kiser,Team N,0,0,0,0,0,54684,10,Furniture
6592,Mike Vittorini,Brian Dennehy,Team J,0,0,0,0,0,77000.77,10,Furniture
7325,Ruben Dartt,Rita Hayworth,Team D,0,0,0,0,0,69675,10,Furniture
7488,Ruben Ausman,Gladys Cooper,Team I,0,0,0,0,0,168000,10,Furniture
7505,Jack Garza,Robin Williams,Team E,0,0,0,0,0,780178,10,Furniture
3029,Bart Pistole,Johnny Depp,Team G,0,0,0,0,0,2739217,10,Furniture
3670,Victor Preis,Victor Wong,Team D,0,0,0,0,0,33976,10,Furniture
4631,Sean Braxton,Lea Thompson,Team N,0,0,0,0,0,8417,10,Furniture
5382,Saphhira Shifley,Brigitte Helm,Team H,0,0,0,0,0,9086,10,Furniture
6066,Anna Gayman,Joseph Cotten,Team H,0,0,0,0,0,31600,10,Furniture
6263,Luke Foster,Terry Kiser,Team P,0,0,0,0,0,100000,10,Furniture
6419,Roy Französisch,Andrew Robinson,Team M,0,0,0,0,0,87892,10,Furniture
7201,Keith Herrera,Joseph Cotten,Team B,0,0,0,0,0,123700,10,Furniture
7546,Kimberly Carter,Christopher Lambert,Team C,0,0,0,0,0,1831609,10,Furniture
2949,Caroline Jumper,Paulette Goddard,Team K,0,0,0,0,0,1803430,10,Furniture
3567,Philip Brown,Myrna Loy,Team D,0,0,0,0,0,50845,10,Furniture
4562,Michael Paige,Robert Townsend,Team M,0,0,0,0,0,196596,10,Furniture
6017,Natalie Fritzler,Paulette Goddard,Team B,0,0,0,0,0,406802,10,Furniture
6907,Shirley Daniels,Bill Johnson,Team C,112733,30437.91,82295.09,0,82295.09,0,10,Furniture
5267,Ken Heidel,Richard Burton,Team N,0,0,0,0,0,500000,10,Furniture
7135,Ross Baird,Marlon Brando,Team G,0,0,0,0,0,4134,10,Furniture
4407,Stewart Carmichael,Richard Burton,Team E,0,0,0,0,0,10,10,Furniture
7516,Mike Kennedy,Richard Burton,Team K,0,0,0,0,0,38234,10,Furniture
6851,Philisse Overcash,Takashi Shimura,Team M,0,0,0,0,0,94250,10,Furniture
7297,Bruce Stewart,Bill Johnson,Team G,0,0,0,0,0,400000,10,Furniture
5882,Brenda Bowman,Marlon Brando,Team D,0,0,0,0,0,100000,10,Furniture
7270,Julie Creighton,Takashi Shimura,Team N,0,0,0,0,0,90846,10,Furniture
7520,Troy Blackwell,Kenneth Tobey,Team I,0,0,0,0,0,186300,13,Technology
7135,Ross Baird,Marlon Brando,Team L,0,0,0,0,0,5065,13,Technology
6316,Raymond Buch,William Holden,Team D,0,0,0,0,0,96000,13,Technology
6508,Ed Braxton,Nehemiah Persoff,Team C,253083.53,30370.02,222713.51,0,222713.51,0,15,Office Supplies
7209,Elpida Rittenbach,Nehemiah Persoff,Team K,0,0,0,0,0,150000,15,Office Supplies
7178,Heather Kirkland,Leopold Stokowski,Team P,0,0,0,0,0,101250,15,Office Supplies
7441,Claire Gute,Stephen Carr,Team M,1630198,603173.26,1027024.74,0,1027024.74,0,10,Furniture
6902,Sanjit Chand,Adriana Caselotti,Team K,748983,164776.26,584206.74,0,584206.74,0,10,Furniture
5868,Tanja Norvell,Andrew Robinson,Team K,588426.5,185608.58,402817.93,0,402817.93,0,10,Furniture
5010,Joni Sundaresam,Andrew Robinson,Team M,471264.75,171540.37,299724.38,0,299724.38,0,10,Furniture
7077,Maya Herman,Mel Blanc,Team C,488784,195513.6,293270.4,0,293270.4,0,10,Furniture
2812,Jeremy Pistek,Carol Kane,Team M,365048,110053.39,254994.61,0,254994.61,0,10,Furniture
4704,Jeremy Ellison,Louise Fletcher,Team K,363190.5,119749.38,243441.12,0,243441.12,0,10,Furniture
3410,Jonathan Howell,Clint Howard,Team B,331500,92820,238680,0,238680,0,10,Furniture
7372,John Grady,Adriana Caselotti,Team D,311715.25,93514.58,218200.68,0,218200.68,0,10,Furniture
7403,Xylona Preis,Rita Hayworth,Team G,296794,83102.32,213691.68,0,213691.68,31857,10,Furniture
7327,Tamara Willingham,Victor Wong,Team K,298042,88042.82,209999.18,0,209999.18,0,10,Furniture
2061,Erin Mull,Kathleen Wilhoite,Team F,284715,85414.5,199300.5,0,199300.5,0,10,Furniture
2307,Michelle Tran,Stephen Carr,Team E,286051.5,87951.87,198099.63,0,198099.63,0,10,Furniture
7136,Sue Ann Reed,Margaret Hamilton,Team F,272904,87329.28,185574.72,0,185574.72,0,10,Furniture
6882,Carl Weiss,Fred Gwynne,Team M,243996,63438.96,180557.04,0,180557.04,190872,10,Furniture
6664,Astrea Jones,Adriana Caselotti,Team L,257589,77276.7,180312.3,0,180312.3,0,10,Furniture
4714,Sonia Sunley,Louise Fletcher,Team D,190480,49524.8,140955.2,0,140955.2,141072,10,Furniture
2168,Chad Sievert,Joseph Cotten,Team K,174864,41982.6,132881.4,0,132881.4,0,10,Furniture
6255,Maureen Gastineau,Keanu Reeves,Team K,169310,37248.2,132061.8,0,132061.8,0,10,Furniture
7487,Rose O'Brian,Margaret Hamilton,Team J,201087.37,70380.58,130706.79,0,130706.79,0,10,Furniture
5870,Maribeth Dona,Andrew Robinson,Team H,144660,36165,108495,0,108495,0,10,Furniture
7476,Lena Cacioppo,Rita Moreno,Team D,68212,17053,51159,0,51159,0,10,Furniture
3467,Maribeth Yedwab,Denzel Washington,Team G,45159,12192.93,32966.07,0,32966.07,0,10,Furniture
7514,Christopher Martinez,Denzel Washington,Team B,44509.66,13241.02,31268.64,0,31268.64,0,10,Furniture
5001,Lynn Smith,Andrew Robinson,Team G,39074,9768.5,29305.5,0,29305.5,0,10,Furniture
7056,Bradley Nguyen,Adriana Caselotti,Team I,23118,6473.04,16644.96,0,16644.96,0,10,Furniture
7081,Dean Braden,Stephen Carr,Team C,14695,4033.6,10661.4,0,10661.4,0,10,Furniture
2922,Matt Connell,Lea Thompson,Team K,12848,2955.04,9892.96,0,9892.96,19838,10,Furniture
2457,Victoria Wilson,Johnny Depp,Team F,0,0,0,0,0,3461197,10,Furniture
7091,Brian Dahlen,Fred Gwynne,Team G,0,0,0,0,0,12034,10,Furniture
7532,Patricia Hirasaki,Nehemiah Persoff,Team L,0,0,0,0,0,336460,10,Furniture
2340,Mike Gockenbach,Curtis Armstrong,Team L,0,0,0,0,0,947840,10,Furniture
3110,Karen Bern,Lea Thompson,Team K,0,0,0,0,0,3947,10,Furniture
6369,Jasper Cacioppo,Keanu Reeves,Team A,0,0,0,0,0,41000,10,Furniture
7325,Ruben Dartt,Rita Hayworth,Team M,0,0,0,0,0,-69675,10,Furniture
7503,Robert Marley,Lea Thompson,Team P,0,0,0,0,0,76200,10,Furniture
7526,Rob Lucas,Lea Thompson,Team A,0,0,0,0,0,335360,10,Furniture
2034,Allen Armold,Robert Townsend,Team I,0,0,0,0,0,402550,10,Furniture
4092,Emily Phan,Robert Townsend,Team L,0,0,0,0,0,9000,10,Furniture
4916,Darren Koutras,Curtis Armstrong,Team D,0,0,0,0,0,31800,10,Furniture
5748,Bradley Drucker,Robin Williams,Team D,0,0,0,0,0,216000,10,Furniture
7314,Liz MacKendrick,Ursula Andress,Team P,0,0,0,0,0,18800,10,Furniture
7525,Adrian Shami,Lea Thompson,Team A,0,0,0,0,0,131017,10,Furniture
7534,Bill Donatelli,Brigitte Helm,Team K,0,0,0,0,0,200000,10,Furniture
4758,Greg Tran,Lea Thompson,Team C,0,0,0,0,0,204968,10,Furniture
5298,Zuschuss Donatelli,Margaret Hamilton,Team B,0,0,0,0,0,1382.75,10,Furniture
6076,Ashley Jarboe,Terry Kiser,Team G,0,0,0,0,0,481000,10,Furniture
6799,Olvera Toch,Leopold Stokowski,Team P,0,0,0,0,0,50872,10,Furniture
7060,Liz Pelletier,Judith Barsi,Team K,0,0,0,0,0,230000,10,Furniture
7479,Dan Reichenbach,Clint Howard,Team I,0,0,0,0,0,63166.68,10,Furniture
7521,Cynthia Arntzen,Judith Barsi,Team F,0,0,0,0,0,18670,10,Furniture
7533,Jeremy Farry,Keenan Wynn,Team G,0,0,0,0,0,66762,10,Furniture
7501,Logan Currie,Richard Burton,Team E,1419045,425713.5,993331.5,0,993331.5,193332,10,Furniture
7312,Maria Bertelson,Tom Cruise,Team G,207143.94,70428.94,136715,0,136715,0,10,Furniture
4499,Roger Barcio,Marlon Brando,Team K,0,0,0,0,0,413900,10,Furniture
4142,Katherine Ducich,William Holden,Team J,0,0,0,0,0,66000,10,Furniture
5043,Frank Preis,William Holden,Team I,0,0,0,0,0,90000,10,Furniture
2139,Ellis Ballard,Johnny Depp,Team N,188610.75,56583.23,132027.53,0,132027.53,0,13,Technology
7521,Cynthia Arntzen,Judith Barsi,Team N,0,0,0,0,0,13300,14,Stationary
2457,Victoria Wilson,Johnny Depp,Team F,0,0,0,0,0,4680922,15,Office Supplies
6799,Olvera Toch,Leopold Stokowski,Team G,0,0,0,0,0,49128,15,Office Supplies
6597,Jennifer Ferguson,Leopold Stokowski,Team H,0,0,0,0,0,860000,15,Office Supplies
5237,Sarah Foster,Bill Murray,Team H,0,0,0,0,0,239400,15,Office Supplies
5120,Trudy Glocke,Bill Murray,Team B,0,0,0,0,0,200000,15,Office Supplies
7522,Carlos Soltero,Leonard Nimoy,Team I,0,0,0,0,0,197200,15,Office Supplies
6759,Charles Crestani,Takashi Shimura,Team C,0,0,0,0,0,160499,15,Office Supplies
6902,Sanjit Chand,Adriana Caselotti,Team G,798827,182110.04,616716.96,0,616716.96,0,10,Furniture
2290,Odella Nelson,Myrna Loy,Team K,765785,237546.51,528238.49,0,528238.49,0,10,Furniture
5509,Andrew Allen,Paulette Goddard,Team G,395200,103982.32,291217.68,0,291217.68,0,10,Furniture
6549,Rick Bensley,Joseph Cotten,Team G,382930,107220.4,275709.6,0,275709.6,0,10,Furniture
5910,Dianna Vittorini,Mel Blanc,Team D,325150,78036,247114,0,247114,0,10,Furniture
7499,Bruce Degenhardt,Michael Dudikoff,Team A,305027.65,71322.16,233705.49,0,233705.49,0,10,Furniture
4977,Nora Paige,Marshall Bell,Team K,253864.5,71082.06,182782.44,0,182782.44,0,10,Furniture
6271,Zuschuss Carroll,Paulette Goddard,Team A,226569,54376.56,172192.44,0,172192.44,0,10,Furniture
6172,Melanie Seite,Joseph Cotten,Team C,254312,89009.2,165302.8,0,165302.8,0,10,Furniture
